year,ratio,issue_price
2019,,87.18
2019,,16.0
2019,,1.0
2019,,1.0
2019,,173.0
2019,,16.0
2019,,17.0
2019,,113.0
2019,,153.0
2019,,80.0
2019,,39.0
2019,,119.0
2019,,113.0
2019,,153.0
2019,,80.0
2019,,39.0
2019,,119.0
2019,,1.0
2019,,1.5
2019,,1.0
2019,,18.0
2019,,16.0
2019,,16.0
2019,,17.0
2019,,15.0
2019,,9.0
2019,,9.0
2019,,9.0
2019,,9.0
2019,,11.1
2019,,11.1
2019,,145.0
2019,,95.3
2019,,6.0
2019,,10.0
2019,,9.0
2019,,9.0
2019,,16.0
2019,,9.0
2019,,17.0
2019,,17.0
2019,,17.0
2019,,17.0
2019,,17.0
2019,,17.0
2019,,17.0
2019,,17.0
2019,,17.0
2019,,4.0
2019,,9.0
2019,,17.0
2019,,9.0
2019,,17.0
2019,,16.0
2019,,918.0
2019,,16.0
2019,,16.0
2019,,16.0
2019,,16.0
2019,,16.0
2019,,4.0
2019,,17.0
2019,,95.0
2019,,56.0
2019,,111.0
2019,,139.0
2019,,325.0
2019,,573.0
2019,,156.0
2019,,4.0
2019,,140.0
2019,,18.7
2019,,44.0
2019,,44.0
2019,,160.0
2019,,16.0
2019,,3.5
2019,,7.1
2019,,1.0
2019,,1.5
2019,,5.0
2019,,2.5
2019,,160.0
2019,,111.0
2019,,18.7
2019,,6.0
2019,,13.0
2019,,325.0
2019,,573.0
2019,,25.8
2019,,22.17
2019,,1.57
2019,,1.04
2019,,1.57
2019,,528.0
2019,,1.57
2019,,16.0
2019,,135.46
2019,,140.04
2019,,153.2
2019,,16.0
2019,,158.92
2019,,25.8
2019,,22.17
2019,,16.0
2019,,16.0
2019,,806.0
2019,,16.0
2019,,16.0
2019,,99.98
2019,,17.74
2019,,153.2
2019,,135.46
2019,,140.04
2019,,12.0
2019,,16.0
2019,,455.0
2019,,3.5
2019,,1.0
2019,,2.99
2019,,2.34
2019,,323.0
2019,,568.0
2019,,5.3
2019,,2.34
2019,,5.11
2019,,4.42
2019,,2.37
2019,,4.27
2019,,2.89
2019,,5.11
2019,,3.37
2019,,4.56
2019,,4.42
2019,,9.33
2019,,12.28
2019,,16.0
2019,,22.06
2019,,140.04
2019,,153.2
2019,,158.92
2019,,16.0
2019,,3.3
2019,,437.0
2019,,217.0
2019,,25.0
2019,,3.36
2019,,568.0
2019,,500.0
2019,,3.26
2019,,1.5
2019,,5.0
2019,,2.5
2019,19:23,16.0
2019,,9.33
2019,,9.62
2019,,12.28
2019,,15.39
2019,,22.06
2019,,158.92
2019,,9.33
2019,,9.62
2019,,12.28
2019,,7.1
2019,,15.39
2019,,158.92
2019,,1.5
2019,,1.0
2019,,365.0
2019,,20.0
2019,,192.0
2019,,349.0
2019,,3.26
2019,,1.1
2019,,1.0
2019,,2.99
2019,,4.0
2019,,6.25
2019,,22.06
2019,,42.0
2019,,16.0
2019,,22.06
2019,,2.3
2019,,817.0
2019,,179.0
2019,,144.0
2019,,144.0
2019,,99.711
2019,20:7,
2019,20:7,
2019,,4.61
2019,,8.5
2019,,9.74
2019,,230.36
2019,,243.72
2019,,55.37
2019,,16.0
2019,,3.38
2019,,2.87
2019,,38.46
2019,,13.33
2019,,65.71
2019,,51.79
2019,,4.61
2019,,8.5
2019,,9.74
2019,,230.36
2019,,243.72
2019,,55.37
2019,,5.6
2019,,1.0
2019,,18.7
2019,,2.5
2019,,22.0
2019,,16.0
2019,,16.0
2019,,16.0
2019,,16.0
2019,,720.0
2019,,720.0
2019,,4.0
2019,,16.0
2019,19:2,
2019,,1.92
2019,,2.29
2019,,16.0
2019,,16.0
2019,,3.37
2019,19:10,
2019,,7.0
2019,,7.0
2019,19:13,
2019,,16.0
2019,,16.0
2019,,16.0
2019,19:15,
2019,19:11,
2019,,16.0
2019,,50.0
2019,,2.5
2019,,50.0
2019,,16.0
2019,,3.38
2019,,16.0
2019,,38.46
2019,,3.95
2019,,1.04
2019,,1.57
2019,,801.0
2019,,2.46
2019,,1.82
2019,,2.38
2019,,54.51
2019,,46.4
2019,,3.1
2019,,61.0
2019,,2.72
2019,,3.17
2019,,16.0
2019,,1.96
2019,,2.6
2019,,4.45
2019,,12.05
2019,,9.36
2019,,16.0
2019,19:16,
2019,19:16,
2019,,16.0
2019,,4.55
2019,,16.0
2019,,5.89
2019,,2.87
2019,,25.58
2019,,2.31
2019,,16.0
2019,,7.5
2019,,4.23
2019,,1.83
2019,,65.71
2019,,51.79
2019,,54.51
2019,,100.91
2019,,436.94
2019,,18.43
2019,,10.35
2019,,18.96
2019,,18.44
2019,,41.95
2019,,1.97
2019,,2.78
2019,,16.0
2019,,13.33
2019,,24.11
2019,,73.15
2019,,16.0
2019,,51.79
2019,,21.24
2019,,13.14
2019,,8.64
2019,,9.25
2019,,12.0
2019,,13.92
2019,,9.25
2019,,24.46
2019,,13.14
